Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
143495,27in 4K Gaming Monitor,1,389.99,01/31/19 18:09,"612 Park St, Los Angeles, CA 90001"
143496,AAA Batteries (4-pack),1,2.99,01/08/19 15:04,"955 12th St, Seattle, WA 98101"
143497,AA Batteries (4-pack),1,3.84,01/03/19 11:20,"130 Highland St, Atlanta, GA 30301"
143498,AA Batteries (4-pack),1,3.84,01/15/19 11:48,"438 14th St, New York City, NY 10001"
143499,Wired Headphones,1,11.99,01/09/19 12:45,"204 Forest St, San Francisco, CA 94016"
143500,AA Batteries (4-pack),2,3.84,01/26/19 19:00,"8 2nd St, Portland, OR 97035"
143501,Apple Airpods Headphones,1,150,01/18/19 11:37,"44 Madison St, New York City, NY 10001"
143502,Macbook Pro Laptop,1,1700,01/16/19 10:27,"793 Wilson St, San Francisco, CA 94016"
143503,USB-C Charging Cable,1,11.95,01/18/19 22:38,"36 14th St, New York City, NY 10001"
143504,Lightning Charging Cable,1,14.95,01/03/19 19:57,"32 Ridge St, San Francisco, CA 94016"
143504,Bose SoundSport Headphones,1,99.99,01/03/19 19:57,"32 Ridge St, San Francisco, CA 94016"
143505,Macbook Pro Laptop,1,1700,01/21/19 06:19,"353 2nd St, Atlanta, GA 30301"
143506,USB-C Charging Cable,1,11.95,01/17/19 11:01,"436 Hill St, Los Angeles, CA 90001"
143507,27in 4K Gaming Monitor,1,389.99,01/11/19 18:25,"528 Church St, Seattle, WA 98101"
143508,Apple Airpods Headphones,1,150,01/02/19 13:55,"897 9th St, Dallas, TX 75001"
143509,AA Batteries (4-pack),1,3.84,01/22/19 21:17,"755 Adams St, San Francisco, CA 94016"
143510,Lightning Charging Cable,1,14.95,01/07/19 08:08,"352 Hickory St, San Francisco, CA 94016"
143511,AA Batteries (4-pack),1,3.84,01/03/19 21:23,"172 Elm St, Austin, TX 73301"
143512,Lightning Charging Cable,1,14.95,01/27/19 12:12,"736 Chestnut St, San Francisco, CA 94016"
143513,Google Phone,1,600,01/11/19 09:34,"332 Elm St, Seattle, WA 98101"
143513,USB-C Charging Cable,1,11.95,01/11/19 09:34,"332 Elm St, Seattle, WA 98101"
143514,Apple Airpods Headphones,1,150,01/31/19 17:23,"254 13th St, New York City, NY 10001"
143515,AAA Batteries (4-pack),1,2.99,01/18/19 12:00,"51 Forest St, Boston, MA 02215"
143516,27in 4K Gaming Monitor,1,389.99,01/31/19 15:53,"491 Wilson St, Atlanta, GA 30301"
143517,Wired Headphones,1,11.99,01/31/19 21:40,"239 Lake St, San Francisco, CA 94016"
143518,Bose SoundSport Headphones,1,99.99,01/13/19 19:08,"551 5th St, Portland, OR 97035"
143519,Lightning Charging Cable,1,14.95,01/08/19 08:52,"251 Chestnut St, Austin, TX 73301"
143520,20in Monitor,1,109.99,01/08/19 16:01,"116 12th St, Boston, MA 02215"
143521,Bose SoundSport Headphones,1,99.99,01/25/19 16:27,"942 River St, Austin, TX 73301"
143522,20in Monitor,1,109.99,01/23/19 08:24,"104 Dogwood St, San Francisco, CA 94016"
143523,AAA Batteries (4-pack),1,2.99,01/02/19 12:35,"281 Maple St, San Francisco, CA 94016"
143524,27in 4K Gaming Monitor,1,389.99,01/04/19 20:52,"534 Cedar St, Los Angeles, CA 90001"
143525,34in Ultrawide Monitor,1,379.99,01/29/19 23:10,"16 Cedar St, San Francisco, CA 94016"
143526,USB-C Charging Cable,1,11.95,01/18/19 14:32,"605 Dogwood St, Boston, MA 02215"
143527,AA Batteries (4-pack),1,3.84,01/13/19 19:39,"144 Wilson St, San Francisco, CA 94016"
143528,Bose SoundSport Headphones,1,99.99,01/19/19 23:57,"218 Main St, San Francisco, CA 94016"
143529,Bose SoundSport Headphones,1,99.99,01/10/19 05:31,"875 5th St, Atlanta, GA 30301"
143530,Wired Headphones,1,11.99,01/16/19 19:57,"811 14th St, Portland, OR 97035"
143531,AA Batteries (4-pack),1,3.84,01/24/19 21:30,"926 7th St, San Francisco, CA 94016"
143532,AA Batteries (4-pack),1,3.84,01/25/19 15:23,"891 South St, Los Angeles, CA 90001"
143533,Lightning Charging Cable,1,14.95,01/26/19 07:47,"881 4th St, San Francisco, CA 94016"
143534,AAA Batteries (4-pack),2,2.99,01/18/19 18:01,"463 2nd St, Seattle, WA 98101"
143535,Lightning Charging Cable,1,14.95,01/11/19 11:55,"973 Walnut St, Seattle, WA 98101"
143536,USB-C Charging Cable,1,11.95,01/29/19 21:23,"907 Meadow St, Los Angeles, CA 90001"
143537,27in FHD Monitor,1,149.99,01/01/19 23:32,"360 Walnut St, Boston, MA 02215"
143538,AAA Batteries (4-pack),2,2.99,01/01/19 11:33,"154 Jefferson St, San Francisco, CA 94016"
143539,34in Ultrawide Monitor,1,379.99,01/07/19 19:19,"590 Dogwood St, San Francisco, CA 94016"
143540,AA Batteries (4-pack),3,3.84,01/10/19 21:29,"604 South St, New York City, NY 10001"
143541,USB-C Charging Cable,1,11.95,01/22/19 19:38,"474 10th St, San Francisco, CA 94016"
143542,20in Monitor,1,109.99,01/06/19 20:49,"356 13th St, San Francisco, CA 94016"
143543,Lightning Charging Cable,1,14.95,01/02/19 00:24,"304 North St, San Francisco, CA 94016"
143544,Lightning Charging Cable,1,14.95,01/03/19 19:20,"86 Hickory St, Boston, MA 02215"
143545,Wired Headphones,1,11.99,01/04/19 17:11,"580 Lincoln St, Atlanta, GA 30301"
143546,Bose SoundSport Headphones,1,99.99,01/31/19 17:14,"507 Highland St, Los Angeles, CA 90001"
143547,Macbook Pro Laptop,1,1700,01/18/19 11:42,"129 Maple St, San Francisco, CA 94016"
143548,Wired Headphones,1,11.99,01/29/19 09:54,"739 Lake St, Boston, MA 02215"
143549,AAA Batteries (4-pack),1,2.99,01/04/19 14:38,"261 13th St, Boston, MA 02215"
143550,AAA Batteries (4-pack),1,2.99,01/31/19 19:12,"33 South St, Boston, MA 02215"
143551,AA Batteries (4-pack),1,3.84,01/24/19 15:18,"383 11th St, Atlanta, GA 30301"
143552,Google Phone,1,600,01/31/19 10:21,"365 Cedar St, Seattle, WA 98101"
143553,Wired Headphones,1,11.99,01/27/19 17:19,"718 13th St, San Francisco, CA 94016"
143554,Wired Headphones,1,11.99,01/14/19 12:34,"171 Spruce St, Portland, OR 97035"
143555,ThinkPad Laptop,1,999.99,01/28/19 20:52,"618 Chestnut St, San Francisco, CA 94016"
143556,AA Batteries (4-pack),1,3.84,01/18/19 01:53,"441 Meadow St, San Francisco, CA 94016"
143557,Lightning Charging Cable,1,14.95,01/07/19 07:33,"313 Ridge St, Los Angeles, CA 90001"
143558,27in 4K Gaming Monitor,1,389.99,01/21/19 21:10,"905 Lakeview St, Austin, TX 73301"
143559,iPhone,1,700,01/04/19 12:58,"244 Cedar St, San Francisco, CA 94016"
143560,USB-C Charging Cable,1,11.95,01/31/19 15:42,"625 9th St, Los Angeles, CA 90001"
143561,34in Ultrawide Monitor,1,379.99,01/06/19 11:07,"665 9th St, Los Angeles, CA 90001"
143562,AAA Batteries (4-pack),2,2.99,01/21/19 18:55,"681 River St, San Francisco, CA 94016"
143563,34in Ultrawide Monitor,1,379.99,01/17/19 22:59,"63 Dogwood St, Los Angeles, CA 90001"
143564,AA Batteries (4-pack),1,3.84,01/09/19 22:46,"14 Elm St, San Francisco, CA 94016"
143565,Bose SoundSport Headphones,1,99.99,01/04/19 07:46,"742 Chestnut St, San Francisco, CA 94016"
143566,Lightning Charging Cable,1,14.95,01/11/19 14:45,"951 Sunset St, Seattle, WA 98101"
143567,Apple Airpods Headphones,1,150,01/01/19 09:08,"42 14th St, Austin, TX 73301"
143568,Bose SoundSport Headphones,1,99.99,01/31/19 18:43,"666 5th St, New York City, NY 10001"
143569,Bose SoundSport Headphones,1,99.99,01/10/19 01:23,"141 6th St, Seattle, WA 98101"
143570,Google Phone,1,600,01/07/19 15:03,"95 Park St, Atlanta, GA 30301"
143571,iPhone,1,700,01/24/19 18:59,"454 Madison St, Boston, MA 02215"
143572,Wired Headphones,1,11.99,01/15/19 15:23,"969 Forest St, San Francisco, CA 94016"
143573,AA Batteries (4-pack),2,3.84,01/29/19 19:48,"511 4th St, San Francisco, CA 94016"
143574,Flatscreen TV,1,300,01/04/19 22:37,"882 River St, San Francisco, CA 94016"
143575,AA Batteries (4-pack),1,3.84,01/29/19 20:38,"945 Madison St, New York City, NY 10001"
143576,AAA Batteries (4-pack),1,2.99,01/26/19 23:06,"784 Church St, Dallas, TX 75001"
143577,iPhone,1,700,01/24/19 22:46,"123 Center St, San Francisco, CA 94016"
143578,Apple Airpods Headphones,1,150,01/17/19 17:31,"967 5th St, Atlanta, GA 30301"
143579,27in FHD Monitor,1,149.99,01/10/19 05:25,"415 South St, New York City, NY 10001"
143580,Lightning Charging Cable,1,14.95,01/17/19 09:46,"280 Jackson St, San Francisco, CA 94016"
143581,Wired Headphones,1,11.99,01/17/19 14:09,"265 14th St, Atlanta, GA 30301"
143582,Wired Headphones,1,11.99,01/10/19 15:03,"773 Madison St, Los Angeles, CA 90001"
143583,Wired Headphones,1,11.99,01/21/19 13:27,"298 4th St, Dallas, TX 75001"
143584,Wired Headphones,3,11.99,01/26/19 05:36,"920 Center St, Los Angeles, CA 90001"
143585,AA Batteries (4-pack),1,3.84,01/30/19 11:20,"736 Cedar St, Austin, TX 73301"
143586,Apple Airpods Headphones,1,150,01/11/19 08:14,"572 4th St, Austin, TX 73301"
143587,iPhone,1,700,01/16/19 19:58,"149 Park St, Los Angeles, CA 90001"
143587,Wired Headphones,1,11.99,01/16/19 19:58,"149 Park St, Los Angeles, CA 90001"
143588,34in Ultrawide Monitor,1,379.99,01/31/19 20:59,"464 Walnut St, Dallas, TX 75001"
143589,Vareebadd Phone,1,400,01/02/19 19:32,"894 Maple St, Boston, MA 02215"
143590,Wired Headphones,1,11.99,01/23/19 06:18,"243 4th St, New York City, NY 10001"
143591,Apple Airpods Headphones,1,150,01/24/19 20:06,"485 Meadow St, Dallas, TX 75001"
143592,AA Batteries (4-pack),1,3.84,01/08/19 18:15,"443 Maple St, San Francisco, CA 94016"
143593,Wired Headphones,1,11.99,01/22/19 11:29,"97 14th St, San Francisco, CA 94016"
143594,Wired Headphones,2,11.99,01/24/19 17:32,"997 Pine St, Seattle, WA 98101"
143595,AA Batteries (4-pack),1,3.84,01/04/19 17:52,"909 Madison St, San Francisco, CA 94016"
143596,AAA Batteries (4-pack),1,2.99,01/31/19 14:41,"757 Cherry St, Austin, TX 73301"
143597,USB-C Charging Cable,1,11.95,01/02/19 19:28,"226 Wilson St, Dallas, TX 75001"
143598,USB-C Charging Cable,1,11.95,01/11/19 20:46,"933 Dogwood St, San Francisco, CA 94016"
143599,Wired Headphones,1,11.99,01/17/19 01:09,"500 Elm St, Dallas, TX 75001"
143600,Bose SoundSport Headphones,1,99.99,01/08/19 21:21,"988 Cherry St, Boston, MA 02215"
143601,Apple Airpods Headphones,1,150,01/29/19 22:39,"650 10th St, Los Angeles, CA 90001"
143602,USB-C Charging Cable,2,11.95,01/11/19 00:06,"657 Sunset St, Boston, MA 02215"
143602,20in Monitor,1,109.99,01/11/19 00:06,"657 Sunset St, Boston, MA 02215"
143603,USB-C Charging Cable,1,11.95,01/06/19 15:33,"725 West St, New York City, NY 10001"
143604,ThinkPad Laptop,1,999.99,01/11/19 09:40,"10 River St, New York City, NY 10001"
143605,Wired Headphones,1,11.99,01/13/19 10:06,"75 Cedar St, New York City, NY 10001"
143606,AA Batteries (4-pack),1,3.84,01/24/19 19:35,"218 10th St, Portland, OR 97035"
143607,Google Phone,1,600,01/16/19 18:18,"179 Ridge St, Portland, OR 97035"
143608,Wired Headphones,1,11.99,01/07/19 13:53,"723 Sunset St, Boston, MA 02215"
143609,USB-C Charging Cable,2,11.95,01/13/19 15:02,"889 Forest St, Seattle, WA 98101"
143610,USB-C Charging Cable,1,11.95,01/24/19 15:45,"247 Spruce St, New York City, NY 10001"
143611,Bose SoundSport Headphones,1,99.99,01/09/19 11:53,"745 Center St, Los Angeles, CA 90001"
143612,Lightning Charging Cable,3,14.95,01/22/19 08:45,"994 Lincoln St, San Francisco, CA 94016"
143613,27in 4K Gaming Monitor,1,389.99,01/10/19 18:22,"646 Lincoln St, Los Angeles, CA 90001"
143614,AAA Batteries (4-pack),1,2.99,01/28/19 18:09,"115 South St, San Francisco, CA 94016"
143615,AA Batteries (4-pack),3,3.84,01/24/19 13:42,"472 Washington St, New York City, NY 10001"
143616,Apple Airpods Headphones,1,150,01/25/19 13:23,"873 8th St, Boston, MA 02215"
143617,USB-C Charging Cable,1,11.95,01/24/19 13:45,"213 Chestnut St, San Francisco, CA 94016"
143618,Wired Headphones,1,11.99,01/18/19 23:37,"682 Church St, San Francisco, CA 94016"
143619,Bose SoundSport Headphones,1,99.99,01/24/19 16:20,"320 Willow St, San Francisco, CA 94016"
143620,Bose SoundSport Headphones,1,99.99,01/21/19 03:27,"910 Park St, Dallas, TX 75001"
143621,AA Batteries (4-pack),1,3.84,01/08/19 15:33,"189 8th St, New York City, NY 10001"
143622,34in Ultrawide Monitor,1,379.99,01/31/19 18:03,"290 Johnson St, New York City, NY 10001"
143623,Lightning Charging Cable,1,14.95,01/03/19 08:21,"183 13th St, New York City, NY 10001"
143624,AA Batteries (4-pack),2,3.84,01/19/19 13:10,"588 Washington St, San Francisco, CA 94016"
143625,Flatscreen TV,1,300,01/04/19 00:45,"199 Washington St, San Francisco, CA 94016"
143626,27in 4K Gaming Monitor,1,389.99,01/06/19 15:28,"94 10th St, San Francisco, CA 94016"
143627,USB-C Charging Cable,1,11.95,01/03/19 18:25,"88 West St, Los Angeles, CA 90001"
143628,AA Batteries (4-pack),1,3.84,01/17/19 09:23,"812 Walnut St, San Francisco, CA 94016"
143629,Lightning Charging Cable,2,14.95,01/26/19 20:42,"649 8th St, Boston, MA 02215"
143630,AAA Batteries (4-pack),1,2.99,01/26/19 08:32,"221 1st St, San Francisco, CA 94016"
143631,AAA Batteries (4-pack),3,2.99,01/27/19 21:46,"673 Spruce St, New York City, NY 10001"
143632,Bose SoundSport Headphones,1,99.99,01/16/19 11:00,"755 6th St, Portland, OR 97035"
143633,Lightning Charging Cable,1,14.95,01/11/19 13:03,"837 Forest St, Seattle, WA 98101"
143634,Apple Airpods Headphones,1,150,01/14/19 21:18,"427 1st St, Portland, OR 97035"
143635,Wired Headphones,1,11.99,01/19/19 10:50,"482 Park St, Boston, MA 02215"
143636,AA Batteries (4-pack),3,3.84,01/28/19 12:17,"437 North St, Atlanta, GA 30301"
143637,Bose SoundSport Headphones,1,99.99,01/16/19 07:20,"163 Park St, San Francisco, CA 94016"
143638,Google Phone,1,600,01/06/19 00:09,"727 Maple St, Austin, TX 73301"
143639,ThinkPad Laptop,1,999.99,01/07/19 07:24,"680 Walnut St, Dallas, TX 75001"
143640,Macbook Pro Laptop,1,1700,01/31/19 12:07,"122 Hickory St, New York City, NY 10001"
143641,34in Ultrawide Monitor,1,379.99,01/20/19 14:14,"444 Church St, Atlanta, GA 30301"
143642,Lightning Charging Cable,1,14.95,01/17/19 21:36,"838 7th St, Austin, TX 73301"
143643,Lightning Charging Cable,1,14.95,01/21/19 18:35,"803 Maple St, New York City, NY 10001"
143644,Apple Airpods Headphones,1,150,01/15/19 09:39,"22 Meadow St, New York City, NY 10001"
143645,LG Dryer,1,600.0,01/20/19 05:18,"917 Johnson St, Atlanta, GA 30301"
143646,27in FHD Monitor,1,149.99,01/05/19 11:41,"422 Adams St, Portland, OR 97035"
143647,ThinkPad Laptop,1,999.99,01/29/19 11:26,"771 River St, San Francisco, CA 94016"
143648,ThinkPad Laptop,1,999.99,01/07/19 13:46,"416 6th St, Los Angeles, CA 90001"
143649,AA Batteries (4-pack),1,3.84,01/26/19 12:07,"97 Church St, New York City, NY 10001"
143650,AA Batteries (4-pack),1,3.84,01/02/19 06:11,"844 North St, Los Angeles, CA 90001"
143651,AA Batteries (4-pack),2,3.84,01/02/19 11:02,"993 2nd St, Dallas, TX 75001"
143652,USB-C Charging Cable,1,11.95,01/26/19 12:38,"685 Main St, Dallas, TX 75001"
143653,ThinkPad Laptop,1,999.99,01/06/19 15:02,"535 Washington St, Los Angeles, CA 90001"
143654,Bose SoundSport Headphones,1,99.99,01/14/19 15:11,"441 Highland St, Los Angeles, CA 90001"
143655,27in 4K Gaming Monitor,1,389.99,01/14/19 11:59,"669 Church St, Los Angeles, CA 90001"
143656,iPhone,1,700,01/09/19 11:00,"887 7th St, New York City, NY 10001"
143657,Apple Airpods Headphones,1,150,01/16/19 22:36,"853 Cherry St, Boston, MA 02215"
143658,27in FHD Monitor,1,149.99,01/08/19 09:42,"88 Hickory St, Dallas, TX 75001"
143659,Apple Airpods Headphones,1,150,01/20/19 12:19,"530 Walnut St, San Francisco, CA 94016"
143660,Lightning Charging Cable,2,14.95,01/18/19 08:00,"742 1st St, San Francisco, CA 94016"
143661,Apple Airpods Headphones,1,150,01/12/19 23:47,"736 1st St, New York City, NY 10001"
143662,iPhone,1,700,01/28/19 11:49,"955 6th St, Los Angeles, CA 90001"
143663,USB-C Charging Cable,1,11.95,01/18/19 22:08,"907 9th St, New York City, NY 10001"
143664,AAA Batteries (4-pack),2,2.99,01/05/19 21:50,"540 5th St, Los Angeles, CA 90001"
143665,Lightning Charging Cable,1,14.95,01/10/19 00:49,"928 Meadow St, Portland, OR 97035"
143666,USB-C Charging Cable,1,11.95,01/08/19 15:31,"44 Madison St, San Francisco, CA 94016"
143667,AAA Batteries (4-pack),1,2.99,01/23/19 17:37,"633 Highland St, Austin, TX 73301"
143668,AA Batteries (4-pack),1,3.84,01/20/19 17:15,"443 Spruce St, Austin, TX 73301"
143669,AA Batteries (4-pack),1,3.84,01/16/19 10:45,"910 West St, Atlanta, GA 30301"
143670,Wired Headphones,1,11.99,01/15/19 21:37,"992 Walnut St, Atlanta, GA 30301"
143671,AA Batteries (4-pack),1,3.84,01/27/19 22:54,"991 5th St, Atlanta, GA 30301"
143672,20in Monitor,1,109.99,01/15/19 09:10,"854 Lakeview St, Los Angeles, CA 90001"
143673,Lightning Charging Cable,1,14.95,01/20/19 13:01,"729 West St, Los Angeles, CA 90001"
143674,iPhone,1,700,01/19/19 09:30,"170 Washington St, Atlanta, GA 30301"
143674,Lightning Charging Cable,1,14.95,01/19/19 09:30,"170 Washington St, Atlanta, GA 30301"
143675,LG Dryer,1,600.0,01/18/19 19:02,"325 Park St, Seattle, WA 98101"
143676,Bose SoundSport Headphones,1,99.99,01/10/19 13:41,"459 Maple St, New York City, NY 10001"
143677,AAA Batteries (4-pack),1,2.99,01/27/19 18:58,"372 Main St, Dallas, TX 75001"
143678,27in FHD Monitor,1,149.99,01/30/19 05:44,"571 West St, Los Angeles, CA 90001"
143679,Vareebadd Phone,1,400,01/21/19 16:18,"460 River St, Dallas, TX 75001"
143679,Wired Headphones,1,11.99,01/21/19 16:18,"460 River St, Dallas, TX 75001"
143680,Apple Airpods Headphones,1,150,01/02/19 18:49,"796 2nd St, Los Angeles, CA 90001"
143681,AAA Batteries (4-pack),1,2.99,01/20/19 09:25,"275 West St, Atlanta, GA 30301"
143682,Apple Airpods Headphones,1,150,01/30/19 17:30,"804 2nd St, Los Angeles, CA 90001"
143683,27in 4K Gaming Monitor,1,389.99,01/18/19 15:24,"510 Jackson St, Austin, TX 73301"
143684,Apple Airpods Headphones,1,150,01/24/19 13:01,"259 Sunset St, San Francisco, CA 94016"
143685,27in 4K Gaming Monitor,1,389.99,01/27/19 10:51,"599 Madison St, Boston, MA 02215"
143686,ThinkPad Laptop,1,999.99,01/15/19 13:53,"423 Pine St, Los Angeles, CA 90001"
143687,Wired Headphones,1,11.99,01/19/19 08:20,"739 Maple St, Boston, MA 02215"
143688,Lightning Charging Cable,1,14.95,01/19/19 13:24,"174 Hickory St, New York City, NY 10001"
143689,Flatscreen TV,1,300,01/19/19 20:16,"257 Adams St, San Francisco, CA 94016"
143689,AA Batteries (4-pack),1,3.84,01/19/19 20:16,"257 Adams St, San Francisco, CA 94016"
143690,AAA Batteries (4-pack),1,2.99,01/01/19 23:04,"671 11th St, Boston, MA 02215"
143691,AA Batteries (4-pack),1,3.84,01/26/19 08:01,"873 Spruce St, Boston, MA 02215"
143692,Lightning Charging Cable,1,14.95,01/29/19 15:41,"700 10th St, Seattle, WA 98101"
143693,Wired Headphones,1,11.99,01/30/19 19:42,"81 North St, Boston, MA 02215"
143694,Wired Headphones,1,11.99,01/07/19 19:25,"824 Park St, Seattle, WA 98101"
143695,Bose SoundSport Headphones,1,99.99,01/18/19 09:49,"99 Dogwood St, Atlanta, GA 30301"
143696,Macbook Pro Laptop,1,1700,01/04/19 09:08,"389 Church St, Boston, MA 02215"
143697,20in Monitor,1,109.99,01/19/19 13:36,"596 North St, Los Angeles, CA 90001"
143698,Apple Airpods Headphones,1,150,01/08/19 19:23,"402 4th St, Seattle, WA 98101"
143699,Lightning Charging Cable,1,14.95,01/06/19 19:21,"298 Washington St, Los Angeles, CA 90001"
143700,AA Batteries (4-pack),1,3.84,01/04/19 21:34,"947 Ridge St, Boston, MA 02215"
143701,Bose SoundSport Headphones,1,99.99,01/08/19 19:43,"142 Johnson St, Boston, MA 02215"
143702,Wired Headphones,1,11.99,01/26/19 14:33,"495 Highland St, San Francisco, CA 94016"
143703,Lightning Charging Cable,1,14.95,01/15/19 12:13,"309 Jefferson St, Los Angeles, CA 90001"
143704,27in FHD Monitor,1,149.99,01/30/19 16:42,"662 Madison St, Boston, MA 02215"
143705,Bose SoundSport Headphones,1,99.99,01/29/19 22:01,"504 Meadow St, Boston, MA 02215"
143706,Apple Airpods Headphones,1,150,01/23/19 18:33,"320 Meadow St, San Francisco, CA 94016"
143706,34in Ultrawide Monitor,1,379.99,01/23/19 18:33,"320 Meadow St, San Francisco, CA 94016"
143707,Vareebadd Phone,1,400,01/27/19 21:55,"892 Forest St, Boston, MA 02215"
143708,AAA Batteries (4-pack),1,2.99,01/08/19 15:24,"322 1st St, Atlanta, GA 30301"
143709,Lightning Charging Cable,1,14.95,01/02/19 12:45,"268 Spruce St, San Francisco, CA 94016"
,,,,,
143710,USB-C Charging Cable,1,11.95,01/17/19 18:40,"664 Highland St, Seattle, WA 98101"
143711,Wired Headphones,1,11.99,01/30/19 12:15,"981 1st St, Atlanta, GA 30301"
143712,Lightning Charging Cable,1,14.95,01/20/19 10:23,"649 Spruce St, Austin, TX 73301"
143713,27in 4K Gaming Monitor,1,389.99,01/28/19 11:44,"650 Walnut St, Dallas, TX 75001"
143714,ThinkPad Laptop,1,999.99,01/31/19 19:07,"54 Lakeview St, Boston, MA 02215"
143715,Bose SoundSport Headphones,1,99.99,01/31/19 14:56,"627 Highland St, Los Angeles, CA 90001"
143716,Wired Headphones,1,11.99,01/03/19 10:19,"280 Lakeview St, Seattle, WA 98101"
143717,iPhone,1,700,01/03/19 17:19,"226 14th St, San Francisco, CA 94016"
143718,AAA Batteries (4-pack),1,2.99,01/02/19 12:43,"363 Hickory St, San Francisco, CA 94016"
143719,Lightning Charging Cable,1,14.95,01/12/19 17:22,"444 2nd St, San Francisco, CA 94016"
143719,34in Ultrawide Monitor,1,379.99,01/12/19 17:22,"444 2nd St, San Francisco, CA 94016"
143720,AA Batteries (4-pack),1,3.84,01/11/19 22:57,"240 Main St, Austin, TX 73301"
143721,AA Batteries (4-pack),4,3.84,01/11/19 10:58,"862 North St, Los Angeles, CA 90001"
143722,Wired Headphones,1,11.99,01/31/19 19:24,"97 Adams St, Portland, OR 97035"
143723,Apple Airpods Headphones,1,150,01/22/19 14:52,"389 8th St, San Francisco, CA 94016"
143724,Apple Airpods Headphones,1,150,01/16/19 00:54,"597 Chestnut St, Boston, MA 02215"
143725,AAA Batteries (4-pack),1,2.99,01/06/19 22:37,"545 River St, San Francisco, CA 94016"
143726,27in 4K Gaming Monitor,1,389.99,01/01/19 19:32,"579 Willow St, Seattle, WA 98101"
143727,Flatscreen TV,1,300,01/28/19 18:45,"946 Pine St, Los Angeles, CA 90001"
143728,Wired Headphones,1,11.99,01/21/19 12:10,"389 13th St, Austin, TX 73301"
143729,USB-C Charging Cable,1,11.95,01/19/19 12:05,"971 Jackson St, San Francisco, CA 94016"
143730,Apple Airpods Headphones,2,150,01/08/19 14:56,"16 Forest St, New York City, NY 10001"
143731,AAA Batteries (4-pack),1,2.99,01/26/19 09:59,"561 Hill St, Atlanta, GA 30301"
143732,AA Batteries (4-pack),1,3.84,01/18/19 11:11,"722 8th St, Los Angeles, CA 90001"
143733,Lightning Charging Cable,1,14.95,01/06/19 08:21,"199 Meadow St, Dallas, TX 75001"
143734,iPhone,1,700,01/19/19 14:29,"796 1st St, Seattle, WA 98101"
143734,Lightning Charging Cable,1,14.95,01/19/19 14:29,"796 1st St, Seattle, WA 98101"
143734,Apple Airpods Headphones,1,150,01/19/19 14:29,"796 1st St, Seattle, WA 98101"
143735,Apple Airpods Headphones,1,150,01/21/19 12:49,"864 Lakeview St, New York City, NY 10001"
143736,Apple Airpods Headphones,1,150,01/04/19 08:26,"604 10th St, Boston, MA 02215"
143737,27in 4K Gaming Monitor,1,389.99,01/08/19 22:58,"651 6th St, Portland, OR 97035"
143738,Bose SoundSport Headphones,1,99.99,01/25/19 19:36,"741 River St, Boston, MA 02215"
143739,Bose SoundSport Headphones,1,99.99,01/22/19 23:17,"592 12th St, San Francisco, CA 94016"
143740,Apple Airpods Headphones,1,150,01/11/19 09:32,"522 Lake St, San Francisco, CA 94016"
143741,Bose SoundSport Headphones,1,99.99,02/01/19 02:46,"631 Johnson St, Seattle, WA 98101"
143742,AA Batteries (4-pack),1,3.84,01/30/19 21:50,"632 Walnut St, San Francisco, CA 94016"
143743,AAA Batteries (4-pack),3,2.99,01/16/19 14:49,"910 Pine St, San Francisco, CA 94016"
143744,Vareebadd Phone,1,400,01/24/19 09:19,"300 Pine St, Atlanta, GA 30301"
143744,Bose SoundSport Headphones,1,99.99,01/24/19 09:19,"300 Pine St, Atlanta, GA 30301"
143745,Apple Airpods Headphones,1,150,01/12/19 22:27,"128 Lake St, San Francisco, CA 94016"
143746,27in 4K Gaming Monitor,1,389.99,01/21/19 13:37,"265 Church St, Dallas, TX 75001"
143747,Lightning Charging Cable,1,14.95,01/04/19 15:51,"172 8th St, Boston, MA 02215"
143748,AAA Batteries (4-pack),1,2.99,01/01/19 09:39,"711 Adams St, San Francisco, CA 94016"
143749,Bose SoundSport Headphones,1,99.99,01/10/19 09:56,"480 North St, Boston, MA 02215"
143750,iPhone,1,700,01/29/19 13:26,"986 1st St, Dallas, TX 75001"
143750,Lightning Charging Cable,1,14.95,01/29/19 13:26,"986 1st St, Dallas, TX 75001"
143751,Bose SoundSport Headphones,1,99.99,01/25/19 21:01,"99 Lake St, San Francisco, CA 94016"
143752,27in 4K Gaming Monitor,1,389.99,01/14/19 21:04,"316 West St, Boston, MA 02215"
143753,Wired Headphones,2,11.99,01/14/19 23:35,"68 Church St, Dallas, TX 75001"
,,,,,
143754,AAA Batteries (4-pack),3,2.99,01/17/19 13:18,"181 Main St, Seattle, WA 98101"
143754,Wired Headphones,1,11.99,01/17/19 13:18,"181 Main St, Seattle, WA 98101"
143755,Lightning Charging Cable,1,14.95,01/31/19 10:22,"664 Willow St, Los Angeles, CA 90001"
143756,Lightning Charging Cable,1,14.95,01/08/19 16:53,"948 7th St, Los Angeles, CA 90001"
143757,27in FHD Monitor,1,149.99,01/24/19 09:45,"11 2nd St, New York City, NY 10001"
143758,AA Batteries (4-pack),1,3.84,01/22/19 18:48,"730 Johnson St, Los Angeles, CA 90001"
143759,Lightning Charging Cable,1,14.95,01/13/19 23:35,"96 Center St, Los Angeles, CA 90001"
143760,Lightning Charging Cable,1,14.95,01/02/19 21:43,"170 Walnut St, New York City, NY 10001"
